TABLEU,C1_AGE,C1_RANKING,C1_HANDNESS,C1_WEAPON,C2_AGE,C2_RANKING,C2_HANDNESS,C2_WEAPON,WINNER
32,27,24,1.0,2.0,28,126,0.0,2.0,0.0
32,29,13,0.0,2.0,26,9999999,1.0,2.0,1.0
32,38,68,1.0,2.0,33,6,1.0,2.0,0.0
32,32,9999999,0.0,2.0,38,9999999,0.0,2.0,1.0
32,33,1,0.0,2.0,30,32,1.0,2.0,0.0
32,33,25,0.0,2.0,23,10,0.0,2.0,0.0
32,24,9,1.0,2.0,25,162,0.0,2.0,0.0
32,27,16,0.0,2.0,32,53,1.0,2.0,1.0
32,28,86,0.0,2.0,32,36,0.0,2.0,0.0
32,28,8,0.0,2.0,30,77,0.0,2.0,1.0
32,27,104,1.0,2.0,36,3,1.0,2.0,1.0
32,26,28,0.0,2.0,28,11,0.0,2.0,1.0
32,24,7,1.0,2.0,33,27,1.0,2.0,0.0
32,36,92,0.0,2.0,35,75,0.0,2.0,1.0
32,27,30,0.0,2.0,26,9999999,0.0,2.0,1.0
16,27,24,1.0,2.0,26,9999999,1.0,2.0,1.0
16,38,68,1.0,2.0,38,9999999,0.0,2.0,1.0
16,33,1,0.0,2.0,33,25,0.0,2.0,1.0
16,32,53,1.0,2.0,28,86,0.0,2.0,1.0
16,30,77,0.0,2.0,36,3,1.0,2.0,0.0
16,28,11,0.0,2.0,24,7,1.0,2.0,0.0
16,35,75,0.0,2.0,26,9999999,0.0,2.0,1.0
8,26,9999999,1.0,2.0,38,9999999,0.0,2.0,1.0
8,33,25,0.0,2.0,24,9,1.0,2.0,1.0
8,28,86,0.0,2.0,30,77,0.0,2.0,1.0
8,28,11,0.0,2.0,26,9999999,0.0,2.0,1.0
4,38,9999999,0.0,2.0,24,9,1.0,2.0,0.0
4,30,77,0.0,2.0,26,9999999,0.0,2.0,1.0
2,38,9999999,0.0,2.0,26,9999999,0.0,2.0,0.0
32,34,9999999,1.0,2.0,34,5,0.0,2.0,0.0
32,26,9999999,1.0,2.0,38,2,0.0,2.0,1.0
32,35,19,0.0,2.0,35,37,0.0,2.0,1.0
32,23,163,0.0,2.0,27,17,0.0,2.0,1.0
32,33,225,0.0,2.0,34,18,0.0,2.0,1.0
32,31,341,0.0,2.0,37,9999999,0.0,2.0,0.0
32,27,441,0.0,2.0,36,89,0.0,2.0,0.0
32,37,9999999,0.0,2.0,26,263,0.0,2.0,1.0
32,41,9999999,0.0,2.0,27,59,0.0,2.0,1.0
32,38,126,0.0,2.0,29,148,0.0,2.0,1.0
32,31,8,1.0,2.0,37,64,1.0,2.0,0.0
32,31,81,0.0,2.0,27,9999999,1.0,2.0,1.0
32,30,1,0.0,2.0,36,25,1.0,2.0,1.0
32,31,76,0.0,2.0,33,4,1.0,2.0,0.0
32,27,34,0.0,2.0,28,9999999,0.0,2.0,0.0
32,36,9999999,0.0,2.0,29,32,0.0,2.0,1.0
16,34,9999999,1.0,2.0,38,2,0.0,2.0,1.0
16,35,37,0.0,2.0,27,17,0.0,2.0,1.0
16,34,18,0.0,2.0,31,341,0.0,2.0,0.0
16,27,441,0.0,2.0,26,263,0.0,2.0,0.0
16,27,59,0.0,2.0,29,148,0.0,2.0,1.0
16,31,8,1.0,2.0,27,9999999,1.0,2.0,1.0
16,36,25,1.0,2.0,31,76,0.0,2.0,0.0
16,27,34,0.0,2.0,29,32,0.0,2.0,1.0
8,38,2,0.0,2.0,27,17,0.0,2.0,0.0
8,34,18,0.0,2.0,27,441,0.0,2.0,0.0
8,29,148,0.0,2.0,27,9999999,1.0,2.0,0.0
8,36,25,1.0,2.0,29,32,0.0,2.0,0.0
4,38,2,0.0,2.0,34,18,0.0,2.0,0.0
4,29,148,0.0,2.0,36,25,1.0,2.0,1.0
2,38,2,0.0,2.0,36,25,1.0,2.0,0.0
16,19,335,0.0,2.0,27,145,0.0,2.0,1.0
16,31,240,0.0,2.0,32,169,1.0,2.0,0.0
8,22,209,0.0,2.0,31,9999999,0.0,2.0,1.0
8,25,45,0.0,2.0,27,145,0.0,2.0,1.0
8,31,240,0.0,2.0,33,177,0.0,2.0,1.0
4,40,47,0.0,2.0,31,9999999,0.0,2.0,0.0
4,27,145,0.0,2.0,33,177,0.0,2.0,0.0
2,40,47,0.0,2.0,27,145,0.0,2.0,1.0
16,30,9999999,1.0,2.0,22,9999999,1.0,2.0,0.0
16,19,291,0.0,2.0,26,9999999,0.0,2.0,1.0
16,31,105,1.0,2.0,47,667,0.0,2.0,1.0
16,32,521,0.0,2.0,32,9999999,1.0,2.0,1.0
16,27,138,0.0,2.0,29,9999999,0.0,2.0,0.0
16,30,32,1.0,2.0,28,157,0.0,2.0,0.0
16,38,9999999,0.0,2.0,27,743,0.0,2.0,1.0
16,28,333,0.0,2.0,36,9999999,0.0,2.0,1.0
8,30,9999999,1.0,2.0,26,9999999,0.0,2.0,0.0
8,47,667,0.0,2.0,32,9999999,1.0,2.0,1.0
8,27,138,0.0,2.0,30,32,1.0,2.0,1.0
8,27,743,0.0,2.0,36,9999999,0.0,2.0,0.0
4,30,9999999,1.0,2.0,32,9999999,1.0,2.0,1.0
4,30,32,1.0,2.0,27,743,0.0,2.0,0.0
2,32,9999999,1.0,2.0,30,32,1.0,2.0,0.0
16,28,224,0.0,1.0,29,230,0.0,1.0,1.0
16,22,9999999,1.0,2.0,30,9999999,0.0,1.0,0.0
8,31,153,0.0,1.0,28,170,0.0,1.0,1.0
8,31,118,0.0,1.0,29,230,0.0,1.0,0.0
8,22,9999999,1.0,2.0,30,164,1.0,2.0,1.0
4,31,118,0.0,1.0,30,164,1.0,2.0,0.0
16,30,9999999,0.0,0.0,17,72,1.0,0.0,0.0
16,25,224,0.0,0.0,22,277,0.0,0.0,0.0
8,31,169,1.0,0.0,30,9999999,0.0,0.0,0.0
8,30,5,0.0,0.0,29,20,0.0,1.0,1.0
8,22,119,1.0,0.0,21,257,0.0,0.0,0.0
8,25,224,0.0,0.0,29,24,0.0,0.0,0.0
4,31,169,1.0,0.0,29,20,0.0,1.0,0.0
4,22,119,1.0,0.0,25,224,0.0,0.0,0.0
2,31,169,1.0,0.0,22,119,1.0,0.0,0.0
16,33,9999999,0.0,1.0,34,394,0.0,1.0,0.0
16,27,100,1.0,1.0,25,124,0.0,1.0,0.0
16,23,758,0.0,1.0,22,53,1.0,1.0,1.0
16,30,60,1.0,1.0,22,147,0.0,1.0,0.0
16,27,508,1.0,1.0,30,31,0.0,1.0,1.0
16,28,155,0.0,1.0,35,9999999,0.0,1.0,0.0
8,26,12,1.0,1.0,33,9999999,0.0,1.0,1.0
8,27,100,1.0,1.0,22,53,1.0,1.0,0.0
8,30,60,1.0,1.0,30,31,0.0,1.0,1.0
8,28,9999999,0.0,1.0,28,155,0.0,1.0,0.0
4,33,9999999,0.0,1.0,27,100,1.0,1.0,0.0
4,30,31,0.0,1.0,28,9999999,0.0,1.0,0.0
2,33,9999999,0.0,1.0,30,31,0.0,1.0,0.0
16,20,9999999,0.0,2.0,24,202,0.0,2.0,1.0
16,28,166,0.0,2.0,26,206,0.0,2.0,0.0
8,27,20,0.0,1.0,24,202,0.0,2.0,0.0
8,29,260,0.0,2.0,27,116,0.0,2.0,1.0
8,28,166,0.0,2.0,26,170,0.0,2.0,0.0
4,27,41,1.0,2.0,27,20,0.0,1.0,0.0
4,27,116,0.0,2.0,28,166,0.0,2.0,0.0
2,27,41,1.0,2.0,27,116,0.0,2.0,0.0
32,37,39,1.0,2.0,26,9999999,1.0,2.0,0.0
32,23,183,0.0,2.0,29,50,1.0,2.0,1.0
32,33,9999999,0.0,2.0,25,147,1.0,2.0,1.0
32,26,689,0.0,2.0,38,9999999,0.0,2.0,1.0
32,32,499,0.0,2.0,22,558,0.0,2.0,0.0
16,21,256,0.0,2.0,34,9999999,0.0,2.0,0.0
16,26,178,0.0,2.0,29,50,1.0,2.0,1.0
16,25,147,1.0,2.0,21,118,1.0,2.0,1.0
16,40,9999999,1.0,2.0,38,9999999,0.0,2.0,0.0
16,23,24,0.0,2.0,31,254,1.0,2.0,0.0
16,24,214,1.0,2.0,36,119,0.0,2.0,1.0
16,32,499,0.0,2.0,23,63,1.0,2.0,0.0
8,37,39,1.0,2.0,21,256,0.0,2.0,0.0
8,29,50,1.0,2.0,21,118,1.0,2.0,1.0
8,40,9999999,1.0,2.0,23,24,0.0,2.0,1.0
8,36,119,0.0,2.0,32,499,0.0,2.0,0.0
4,37,39,1.0,2.0,21,118,1.0,2.0,1.0
4,23,24,0.0,2.0,36,119,0.0,2.0,1.0
2,21,118,1.0,2.0,36,119,0.0,2.0,1.0
16,22,356,0.0,0.0,28,9999999,0.0,0.0,1.0
16,25,155,0.0,0.0,20,9999999,0.0,0.0,0.0
8,29,140,0.0,0.0,28,9999999,0.0,0.0,0.0
8,24,66,0.0,0.0,26,150,0.0,0.0,0.0
8,25,155,0.0,0.0,26,131,0.0,0.0,1.0
4,29,140,0.0,0.0,24,66,0.0,0.0,0.0
32,20,101,0.0,0.0,29,160,0.0,0.0,1.0
32,25,9999999,1.0,1.0,27,67,1.0,0.0,1.0
32,20,9999999,0.0,0.0,25,9999999,0.0,0.0,0.0
32,20,571,0.0,0.0,29,9999999,0.0,0.0,1.0
32,21,9999999,1.0,0.0,20,1070,0.0,0.0,0.0
32,26,9999999,0.0,0.0,18,65,0.0,0.0,1.0
32,27,9999999,0.0,0.0,22,9999999,0.0,0.0,0.0
16,23,44,0.0,0.0,29,160,0.0,0.0,0.0
16,27,58,0.0,0.0,32,9999999,0.0,0.0,0.0
16,20,63,0.0,0.0,27,67,1.0,0.0,0.0
16,20,9999999,0.0,0.0,24,179,0.0,0.0,1.0
16,32,49,0.0,0.0,29,9999999,0.0,0.0,0.0
16,21,9999999,1.0,0.0,29,9999999,0.0,0.0,1.0
16,19,93,0.0,0.0,18,65,0.0,0.0,1.0
16,27,9999999,0.0,0.0,21,15,0.0,0.0,1.0
8,23,44,0.0,0.0,27,58,0.0,0.0,0.0
8,20,63,0.0,0.0,24,179,0.0,0.0,0.0
8,32,49,0.0,0.0,29,9999999,0.0,0.0,0.0
8,18,65,0.0,0.0,21,15,0.0,0.0,1.0
4,23,44,0.0,0.0,20,63,0.0,0.0,0.0
4,32,49,0.0,0.0,21,15,0.0,0.0,1.0
2,23,44,0.0,0.0,21,15,0.0,0.0,0.0
16,21,42,0.0,0.0,27,298,1.0,0.0,1.0
16,24,9999999,0.0,1.0,22,466,0.0,0.0,0.0
16,22,111,0.0,0.0,27,9999999,0.0,0.0,0.0
16,24,95,0.0,0.0,21,74,0.0,0.0,1.0
8,25,9999999,0.0,0.0,27,298,1.0,0.0,0.0
8,24,9999999,0.0,1.0,20,9999999,0.0,0.0,1.0
8,20,55,1.0,0.0,22,111,0.0,0.0,0.0
8,21,74,0.0,0.0,28,33,0.0,0.0,1.0
4,25,9999999,0.0,0.0,20,9999999,0.0,0.0,0.0
4,20,55,1.0,0.0,28,33,0.0,0.0,1.0
2,25,9999999,0.0,0.0,28,33,0.0,0.0,1.0
32,23,9999999,0.0,0.0,44,9999999,0.0,1.0,1.0
16,28,17,1.0,1.0,44,9999999,0.0,1.0,0.0
16,20,9999999,0.0,1.0,25,111,0.0,1.0,1.0
16,18,55,1.0,1.0,24,9999999,1.0,1.0,0.0
16,45,9999999,1.0,1.0,31,9999999,0.0,1.0,1.0
16,32,42,0.0,2.0,25,9999999,0.0,2.0,0.0
16,38,40,0.0,1.0,24,46,0.0,1.0,0.0
16,19,77,1.0,1.0,28,9999999,0.0,1.0,0.0
8,28,17,1.0,1.0,25,111,0.0,1.0,0.0
8,18,55,1.0,1.0,31,9999999,0.0,1.0,1.0
8,32,42,0.0,2.0,38,40,0.0,1.0,1.0
4,28,17,1.0,1.0,31,9999999,0.0,1.0,1.0
2,28,17,1.0,1.0,38,40,0.0,1.0,0.0
16,29,78,0.0,0.0,28,9999999,0.0,0.0,0.0
16,21,9999999,0.0,0.0,22,107,0.0,0.0,1.0
8,30,296,0.0,0.0,29,78,0.0,0.0,1.0
8,31,219,0.0,0.0,26,61,0.0,0.0,1.0
8,23,499,0.0,0.0,22,107,0.0,0.0,0.0
4,29,78,0.0,0.0,26,61,0.0,0.0,1.0
4,23,499,0.0,0.0,32,9999999,0.0,0.0,1.0
2,26,61,0.0,0.0,32,9999999,0.0,0.0,1.0
4,27,72,0.0,1.0,27,550,0.0,2.0,1.0
32,27,9999999,0.0,2.0,24,9999999,0.0,2.0,1.0
32,26,196,1.0,2.0,23,968,1.0,2.0,1.0
32,43,399,0.0,2.0,22,93,0.0,2.0,0.0
32,23,1063,0.0,2.0,23,9999999,0.0,2.0,1.0
32,27,113,0.0,2.0,23,9999999,0.0,0.0,0.0
32,20,9999999,0.0,2.0,19,112,0.0,2.0,1.0
32,26,9999999,0.0,2.0,21,9999999,0.0,2.0,0.0
16,32,385,0.0,2.0,24,9999999,0.0,2.0,0.0
16,24,132,1.0,2.0,30,9999999,1.0,1.0,0.0
16,25,9999999,0.0,2.0,23,968,1.0,2.0,1.0
16,43,399,0.0,2.0,37,64,1.0,2.0,1.0
16,21,130,0.0,2.0,23,9999999,0.0,2.0,1.0
16,27,113,0.0,2.0,27,441,0.0,2.0,1.0
16,23,88,1.0,2.0,19,112,0.0,2.0,0.0
16,26,9999999,0.0,2.0,38,329,0.0,2.0,1.0
8,32,385,0.0,2.0,24,132,1.0,2.0,0.0
8,23,968,1.0,2.0,37,64,1.0,2.0,1.0
8,23,9999999,0.0,2.0,27,441,0.0,2.0,1.0
8,23,88,1.0,2.0,38,329,0.0,2.0,0.0
4,32,385,0.0,2.0,37,64,1.0,2.0,1.0
4,27,441,0.0,2.0,23,88,1.0,2.0,0.0
2,37,64,1.0,2.0,27,441,0.0,2.0,0.0
16,19,81,0.0,2.0,28,79,1.0,2.0,1.0
16,20,9999999,0.0,2.0,22,78,0.0,2.0,1.0
16,30,111,0.0,2.0,27,9999999,0.0,2.0,1.0
16,23,71,0.0,2.0,26,9999999,1.0,2.0,0.0
8,28,79,1.0,2.0,22,78,0.0,2.0,0.0
8,22,41,0.0,2.0,27,9999999,0.0,2.0,1.0
8,23,71,0.0,2.0,26,52,0.0,2.0,1.0
4,27,9999999,0.0,2.0,26,52,0.0,2.0,1.0
16,25,142,0.0,1.0,24,224,0.0,1.0,0.0
8,28,118,0.0,1.0,25,142,0.0,1.0,0.0
8,31,9999999,0.0,1.0,32,82,1.0,1.0,1.0
8,21,80,0.0,1.0,30,163,0.0,1.0,0.0
8,30,168,0.0,1.0,28,86,0.0,1.0,1.0
4,28,118,0.0,1.0,32,82,1.0,1.0,0.0
4,21,80,0.0,1.0,28,86,0.0,1.0,1.0
2,28,118,0.0,1.0,28,86,0.0,1.0,1.0
4,21,15,0.0,0.0,19,93,0.0,0.0,0.0
4,29,9999999,0.0,0.0,27,67,1.0,0.0,0.0
2,21,15,0.0,0.0,29,9999999,0.0,0.0,0.0
4,38,40,0.0,1.0,44,9999999,0.0,1.0,0.0
2,38,40,0.0,1.0,30,9999999,1.0,1.0,0.0
4,27,441,0.0,2.0,24,132,1.0,2.0,0.0
4,19,112,0.0,2.0,23,968,1.0,2.0,1.0
2,27,441,0.0,2.0,23,968,1.0,2.0,0.0
4,26,52,0.0,2.0,35,9999999,1.0,2.0,0.0
4,24,9999999,1.0,2.0,23,71,0.0,2.0,0.0
2,26,52,0.0,2.0,24,9999999,1.0,2.0,1.0
32,33,9999999,0.0,1.0,20,9999999,0.0,1.0,0.0
32,25,56,1.0,1.0,22,51,1.0,1.0,1.0
32,21,15,1.0,1.0,21,89,1.0,1.0,0.0
32,22,142,0.0,1.0,30,10,0.0,1.0,1.0
32,34,9999999,1.0,1.0,23,157,0.0,1.0,0.0
32,20,137,0.0,1.0,25,22,0.0,1.0,1.0
32,33,25,0.0,1.0,20,159,0.0,1.0,0.0
32,26,729,0.0,1.0,24,335,1.0,1.0,1.0
32,33,27,0.0,1.0,28,168,0.0,1.0,0.0
32,22,35,1.0,1.0,27,9999999,0.0,1.0,0.0
32,24,282,0.0,1.0,21,226,1.0,1.0,0.0
32,31,120,0.0,1.0,33,297,1.0,1.0,1.0
32,25,20,0.0,1.0,25,237,0.0,1.0,0.0
32,21,49,0.0,1.0,31,131,0.0,1.0,0.0
32,21,234,1.0,1.0,28,9999999,1.0,1.0,0.0
32,26,152,0.0,1.0,34,299,0.0,1.0,1.0
16,33,9999999,0.0,1.0,22,51,1.0,1.0,0.0
16,21,15,1.0,1.0,30,10,0.0,1.0,0.0
16,34,9999999,1.0,1.0,25,22,0.0,1.0,0.0
16,33,25,0.0,1.0,24,335,1.0,1.0,1.0
16,33,27,0.0,1.0,22,35,1.0,1.0,1.0
16,24,282,0.0,1.0,33,297,1.0,1.0,1.0
16,25,20,0.0,1.0,21,49,0.0,1.0,1.0
16,21,234,1.0,1.0,34,299,0.0,1.0,1.0
8,33,9999999,0.0,1.0,21,15,1.0,1.0,1.0
8,34,9999999,1.0,1.0,24,335,1.0,1.0,0.0
8,22,35,1.0,1.0,33,297,1.0,1.0,1.0
8,21,49,0.0,1.0,34,299,0.0,1.0,0.0
4,21,15,1.0,1.0,34,9999999,1.0,1.0,0.0
4,33,297,1.0,1.0,21,49,0.0,1.0,1.0
2,21,15,1.0,1.0,21,49,0.0,1.0,0.0
32,29,9999999,0.0,1.0,26,170,0.0,1.0,0.0
32,27,9999999,1.0,1.0,29,114,0.0,1.0,1.0
32,29,68,0.0,1.0,23,100,0.0,1.0,1.0
32,36,9999999,1.0,1.0,19,484,0.0,1.0,0.0
32,22,24,1.0,1.0,22,162,0.0,1.0,0.0
32,22,298,0.0,1.0,24,349,1.0,1.0,0.0
32,19,246,0.0,1.0,38,9999999,1.0,1.0,1.0
32,33,113,0.0,1.0,26,451,1.0,1.0,0.0
32,22,104,0.0,1.0,33,9999999,0.0,1.0,0.0
32,21,17,0.0,1.0,33,9999999,0.0,1.0,0.0
32,21,9999999,0.0,1.0,31,183,0.0,1.0,1.0
32,24,52,0.0,1.0,19,91,0.0,1.0,0.0
32,25,459,0.0,1.0,28,9999999,1.0,1.0,1.0
32,34,16,1.0,1.0,26,115,0.0,1.0,0.0
32,22,75,0.0,1.0,37,11,1.0,1.0,1.0
16,29,9999999,0.0,1.0,29,114,0.0,1.0,0.0
16,23,100,0.0,1.0,36,9999999,1.0,1.0,0.0
16,22,24,1.0,1.0,33,9999999,0.0,1.0,1.0
16,22,298,0.0,1.0,38,9999999,1.0,1.0,0.0
16,33,113,0.0,1.0,22,104,0.0,1.0,1.0
16,21,17,0.0,1.0,31,183,0.0,1.0,1.0
16,24,52,0.0,1.0,28,9999999,1.0,1.0,1.0
16,34,16,1.0,1.0,37,11,1.0,1.0,1.0
8,29,9999999,0.0,1.0,23,100,0.0,1.0,0.0
8,33,9999999,0.0,1.0,22,298,0.0,1.0,1.0
8,22,104,0.0,1.0,31,183,0.0,1.0,1.0
8,28,9999999,1.0,1.0,37,11,1.0,1.0,1.0
4,29,9999999,0.0,1.0,22,298,0.0,1.0,0.0
4,31,183,0.0,1.0,37,11,1.0,1.0,1.0
2,29,9999999,0.0,1.0,37,11,1.0,1.0,1.0
32,35,3,0.0,0.0,23,9999999,1.0,0.0,0.0
32,29,231,1.0,0.0,26,156,0.0,0.0,1.0
32,22,5,0.0,0.0,25,83,0.0,0.0,0.0
32,26,9999999,0.0,0.0,34,20,0.0,0.0,1.0
32,24,18,0.0,0.0,23,66,0.0,0.0,0.0
32,26,86,0.0,0.0,22,108,0.0,0.0,0.0
32,26,30,0.0,0.0,33,9999999,0.0,0.0,0.0
32,26,135,0.0,0.0,24,72,0.0,0.0,1.0
32,21,246,0.0,0.0,19,138,0.0,0.0,0.0
32,33,9999999,0.0,0.0,26,96,0.0,0.0,1.0
32,21,41,0.0,0.0,34,75,0.0,0.0,1.0
32,28,128,0.0,0.0,22,165,1.0,0.0,0.0
32,29,529,0.0,0.0,28,13,0.0,0.0,1.0
32,25,98,0.0,0.0,25,9999999,0.0,0.0,0.0
32,36,9999999,0.0,0.0,29,2,0.0,0.0,1.0
16,35,3,0.0,0.0,26,156,0.0,0.0,0.0
16,22,5,0.0,0.0,34,20,0.0,0.0,0.0
16,24,18,0.0,0.0,26,86,0.0,0.0,0.0
16,26,30,0.0,0.0,24,72,0.0,0.0,0.0
16,21,246,0.0,0.0,26,96,0.0,0.0,1.0
16,32,111,0.0,0.0,34,75,0.0,0.0,1.0
16,28,128,0.0,0.0,28,13,0.0,0.0,1.0
16,25,98,0.0,0.0,29,2,0.0,0.0,1.0
8,35,3,0.0,0.0,22,5,0.0,0.0,0.0
8,24,18,0.0,0.0,26,30,0.0,0.0,1.0
8,26,96,0.0,0.0,34,75,0.0,0.0,0.0
8,28,13,0.0,0.0,29,2,0.0,0.0,0.0
4,35,3,0.0,0.0,26,30,0.0,0.0,0.0
4,26,96,0.0,0.0,28,13,0.0,0.0,1.0
2,35,3,0.0,0.0,28,13,0.0,0.0,0.0
32,33,9999999,0.0,0.0,30,136,0.0,0.0,0.0
32,23,134,0.0,0.0,27,9999999,1.0,0.0,0.0
32,27,36,0.0,0.0,22,13,0.0,0.0,1.0
32,27,49,0.0,0.0,26,59,0.0,0.0,1.0
32,25,191,0.0,0.0,18,85,0.0,0.0,0.0
32,22,62,0.0,0.0,22,67,0.0,0.0,1.0
32,30,8,1.0,0.0,30,78,0.0,0.0,0.0
32,23,148,0.0,0.0,20,37,0.0,0.0,1.0
32,29,41,0.0,0.0,28,9999999,0.0,0.0,0.0
32,24,423,1.0,0.0,28,9999999,0.0,0.0,1.0
32,22,355,0.0,0.0,24,9999999,0.0,0.0,0.0
32,24,9999999,0.0,0.0,26,9999999,0.0,0.0,1.0
32,28,9999999,0.0,0.0,22,162,0.0,0.0,0.0
32,27,203,0.0,0.0,26,19,0.0,0.0,1.0
32,19,26,0.0,0.0,25,60,0.0,0.0,1.0
32,32,387,0.0,0.0,25,54,0.0,0.0,1.0
16,33,9999999,0.0,0.0,23,134,0.0,0.0,0.0
16,22,13,0.0,0.0,26,59,0.0,0.0,0.0
16,25,191,0.0,0.0,22,67,0.0,0.0,0.0
16,30,8,1.0,0.0,20,37,0.0,0.0,0.0
16,29,41,0.0,0.0,28,9999999,0.0,0.0,0.0
16,22,355,0.0,0.0,26,9999999,0.0,0.0,1.0
16,28,9999999,0.0,0.0,26,19,0.0,0.0,0.0
16,25,60,0.0,0.0,25,54,0.0,0.0,1.0
8,33,9999999,0.0,0.0,22,13,0.0,0.0,1.0
8,25,191,0.0,0.0,30,8,1.0,0.0,1.0
8,29,41,0.0,0.0,26,9999999,0.0,0.0,0.0
8,28,9999999,0.0,0.0,25,54,0.0,0.0,1.0
4,22,13,0.0,0.0,30,8,1.0,0.0,0.0
4,29,41,0.0,0.0,25,54,0.0,0.0,0.0
2,22,13,0.0,0.0,29,41,0.0,0.0,1.0
4,33,9999999,0.0,0.0,30,78,0.0,0.0,0.0
4,27,200,0.0,0.0,32,387,0.0,0.0,1.0
2,33,9999999,0.0,0.0,32,387,0.0,0.0,0.0
16,27,9999999,0.0,1.0,23,157,0.0,1.0,1.0
16,25,9999999,1.0,1.0,20,137,0.0,1.0,1.0
16,35,9999999,1.0,1.0,28,168,0.0,1.0,1.0
16,25,237,0.0,1.0,25,9999999,0.0,1.0,0.0
16,21,234,1.0,1.0,24,227,0.0,1.0,0.0
16,31,120,0.0,1.0,26,9999999,0.0,1.0,0.0
8,21,15,1.0,1.0,23,157,0.0,1.0,0.0
8,20,137,0.0,1.0,28,168,0.0,1.0,1.0
8,25,237,0.0,1.0,21,234,1.0,1.0,0.0
8,31,120,0.0,1.0,22,140,0.0,1.0,0.0
4,21,15,1.0,1.0,28,168,0.0,1.0,0.0
4,25,237,0.0,1.0,31,120,0.0,1.0,1.0
2,21,15,1.0,1.0,31,120,0.0,1.0,0.0
32,29,242,0.0,2.0,28,291,1.0,2.0,0.0
32,28,342,0.0,2.0,21,9999999,0.0,2.0,0.0
16,32,62,0.0,2.0,29,242,0.0,2.0,0.0
16,28,215,0.0,2.0,48,9999999,0.0,2.0,0.0
16,28,108,1.0,2.0,32,107,1.0,2.0,0.0
16,25,28,0.0,2.0,27,1039,1.0,2.0,0.0
16,38,9999999,1.0,1.0,26,9999999,0.0,2.0,0.0
16,42,9999999,0.0,2.0,24,278,0.0,2.0,0.0
16,28,342,0.0,2.0,28,121,0.0,2.0,1.0
8,32,62,0.0,2.0,28,215,0.0,2.0,1.0
8,28,108,1.0,2.0,25,212,0.0,2.0,1.0
8,25,28,0.0,2.0,38,9999999,1.0,1.0,1.0
8,42,9999999,0.0,2.0,28,121,0.0,2.0,0.0
4,28,215,0.0,2.0,25,212,0.0,2.0,0.0
4,38,9999999,1.0,1.0,42,9999999,0.0,2.0,0.0
2,28,215,0.0,2.0,38,9999999,1.0,1.0,0.0
16,27,9999999,1.0,1.0,19,246,0.0,1.0,0.0
16,38,9999999,1.0,1.0,27,9999999,1.0,1.0,1.0
16,22,9999999,1.0,1.0,22,9999999,1.0,1.0,0.0
8,33,113,0.0,1.0,27,9999999,1.0,1.0,0.0
8,22,75,0.0,1.0,29,68,0.0,1.0,1.0
8,36,9999999,1.0,1.0,27,9999999,1.0,1.0,0.0
8,22,9999999,1.0,1.0,22,162,0.0,1.0,1.0
4,33,113,0.0,1.0,29,68,0.0,1.0,1.0
4,36,9999999,1.0,1.0,22,162,0.0,1.0,0.0
16,26,184,1.0,2.0,25,9999999,0.0,2.0,1.0
8,31,9999999,0.0,2.0,25,9999999,0.0,2.0,0.0
8,25,148,0.0,2.0,34,177,0.0,2.0,1.0
8,22,9999999,0.0,2.0,45,9999999,1.0,1.0,1.0
8,29,642,0.0,2.0,25,87,0.0,2.0,1.0
4,31,9999999,0.0,2.0,34,177,0.0,2.0,1.0
4,45,9999999,1.0,1.0,25,87,0.0,2.0,1.0
2,34,177,0.0,2.0,25,87,0.0,2.0,0.0
16,27,9999999,0.0,1.0,26,156,0.0,0.0,0.0
16,20,630,0.0,0.0,25,9999999,0.0,0.0,0.0
16,23,9999999,1.0,0.0,29,529,0.0,0.0,1.0
16,26,9999999,0.0,0.0,29,231,1.0,0.0,1.0
16,32,111,0.0,0.0,27,9999999,0.0,0.0,0.0
8,26,96,0.0,0.0,27,9999999,0.0,1.0,0.0
8,20,630,0.0,0.0,29,529,0.0,0.0,0.0
8,31,42,1.0,0.0,29,231,1.0,0.0,0.0
8,32,111,0.0,0.0,34,75,0.0,0.0,1.0
4,26,96,0.0,0.0,20,630,0.0,0.0,0.0
4,31,42,1.0,0.0,34,75,0.0,0.0,1.0
32,20,191,0.0,2.0,22,66,0.0,2.0,1.0
32,21,74,0.0,2.0,23,143,0.0,2.0,1.0
32,19,291,0.0,2.0,18,349,0.0,2.0,0.0
32,19,9999999,0.0,2.0,22,89,1.0,2.0,1.0
32,22,327,0.0,2.0,18,9999999,0.0,2.0,1.0
32,22,321,0.0,2.0,21,330,0.0,2.0,1.0
32,22,125,0.0,2.0,21,134,0.0,2.0,1.0
32,19,159,1.0,2.0,22,97,1.0,2.0,1.0
32,22,9999999,0.0,2.0,21,103,1.0,2.0,0.0
32,20,256,0.0,2.0,21,9999999,1.0,2.0,1.0
32,20,555,1.0,2.0,20,325,0.0,2.0,1.0
32,20,223,0.0,2.0,22,101,0.0,2.0,1.0
32,20,9999999,0.0,2.0,21,107,0.0,2.0,1.0
32,22,460,1.0,2.0,22,202,0.0,2.0,1.0
32,22,213,0.0,2.0,22,41,0.0,2.0,0.0
32,18,90,0.0,2.0,22,155,0.0,2.0,1.0
16,22,66,0.0,2.0,23,143,0.0,2.0,0.0
16,19,291,0.0,2.0,22,89,1.0,2.0,0.0
16,18,9999999,0.0,2.0,21,330,0.0,2.0,1.0
