TABLEU,C1_AGE,C1_RANKING,C1_HANDNESS,C1_WEAPON,C2_AGE,C2_RANKING,C2_HANDNESS,C2_WEAPON,WINNER
16,31,76,0.0,2.0,38,10,0.0,2.0,1.0
16,23,27,0.0,2.0,37,39,1.0,2.0,0.0
16,25,21,0.0,2.0,38,2,0.0,2.0,1.0
16,23,60,0.0,2.0,29,50,1.0,2.0,1.0
16,26,23,1.0,2.0,26,43,1.0,2.0,0.0
16,30,1,0.0,2.0,25,14,0.0,2.0,0.0
16,22,123,0.0,2.0,24,15,0.0,2.0,1.0
8,23,27,0.0,2.0,38,2,0.0,2.0,1.0
8,29,50,1.0,2.0,26,23,1.0,2.0,1.0
8,30,1,0.0,2.0,24,15,0.0,2.0,0.0
4,38,10,0.0,2.0,38,2,0.0,2.0,0.0
4,26,23,1.0,2.0,30,1,0.0,2.0,1.0
2,38,10,0.0,2.0,30,1,0.0,2.0,1.0
32,28,12,1.0,0.0,33,2,0.0,0.0,1.0
32,24,83,0.0,0.0,17,16,0.0,0.0,1.0
32,22,11,0.0,0.0,24,15,1.0,0.0,1.0
32,22,70,1.0,0.0,29,24,0.0,0.0,1.0
32,28,31,0.0,0.0,28,63,0.0,0.0,0.0
32,20,32,0.0,0.0,31,48,0.0,0.0,0.0
32,24,77,0.0,0.0,27,27,1.0,2.0,1.0
32,21,22,0.0,0.0,21,7,0.0,0.0,0.0
32,30,17,0.0,0.0,30,38,1.0,0.0,0.0
32,23,3,0.0,0.0,21,21,1.0,0.0,1.0
32,30,5,0.0,0.0,28,34,0.0,0.0,0.0
32,29,20,0.0,1.0,28,1,0.0,0.0,1.0
32,24,68,0.0,0.0,25,18,0.0,0.0,1.0
32,29,23,0.0,0.0,25,6,1.0,0.0,0.0
32,24,81,0.0,0.0,36,40,0.0,0.0,1.0
32,23,44,0.0,0.0,29,4,0.0,0.0,1.0
16,33,2,0.0,0.0,17,16,0.0,0.0,0.0
16,24,15,1.0,0.0,29,24,0.0,0.0,1.0
16,28,31,0.0,0.0,20,32,0.0,0.0,0.0
16,27,27,1.0,2.0,21,22,0.0,0.0,1.0
16,30,17,0.0,0.0,21,21,1.0,0.0,1.0
16,30,5,0.0,0.0,28,1,0.0,0.0,0.0
16,25,18,0.0,0.0,29,23,0.0,0.0,0.0
16,36,40,0.0,0.0,29,4,0.0,0.0,1.0
8,33,2,0.0,0.0,29,24,0.0,0.0,0.0
8,28,31,0.0,0.0,21,22,0.0,0.0,0.0
8,21,21,1.0,0.0,30,5,0.0,0.0,0.0
8,25,18,0.0,0.0,29,4,0.0,0.0,1.0
4,33,2,0.0,0.0,28,31,0.0,0.0,0.0
4,21,21,1.0,0.0,29,4,0.0,0.0,1.0
2,33,2,0.0,0.0,29,4,0.0,0.0,0.0
32,25,34,0.0,2.0,24,57,0.0,2.0,0.0
32,19,80,0.0,2.0,32,169,1.0,2.0,0.0
32,16,55,0.0,2.0,33,177,0.0,2.0,0.0
32,27,179,0.0,2.0,20,93,0.0,2.0,1.0
32,30,14,1.0,2.0,36,186,0.0,2.0,0.0
32,23,156,1.0,2.0,24,83,0.0,2.0,1.0
32,24,163,0.0,2.0,29,96,1.0,2.0,1.0
32,32,62,1.0,2.0,21,182,0.0,2.0,0.0
32,30,98,0.0,2.0,22,176,0.0,2.0,0.0
32,17,150,0.0,2.0,40,47,0.0,2.0,1.0
32,20,119,0.0,2.0,28,11,0.0,2.0,0.0
32,24,121,0.0,2.0,20,116,1.0,2.0,1.0
32,27,145,0.0,2.0,33,27,1.0,2.0,1.0
16,25,34,0.0,2.0,19,80,0.0,2.0,1.0
16,16,55,0.0,2.0,20,93,0.0,2.0,0.0
16,30,14,1.0,2.0,24,83,0.0,2.0,0.0
16,30,98,0.0,2.0,40,47,0.0,2.0,1.0
16,25,45,0.0,2.0,20,119,0.0,2.0,0.0
16,20,116,1.0,2.0,33,27,1.0,2.0,1.0
8,19,80,0.0,2.0,16,55,0.0,2.0,1.0
8,25,45,0.0,2.0,33,27,1.0,2.0,0.0
4,16,55,0.0,2.0,30,14,1.0,2.0,1.0
4,40,47,0.0,2.0,25,45,0.0,2.0,1.0
2,30,14,1.0,2.0,25,45,0.0,2.0,0.0
32,24,8,0.0,1.0,18,146,1.0,1.0,0.0
32,33,141,1.0,1.0,27,112,0.0,1.0,1.0
32,24,163,1.0,1.0,18,86,1.0,1.0,1.0
32,23,173,0.0,1.0,23,68,0.0,1.0,1.0
32,28,170,0.0,1.0,26,54,1.0,1.0,1.0
32,20,166,0.0,1.0,35,69,0.0,1.0,1.0
32,31,118,0.0,1.0,30,164,1.0,2.0,0.0
32,26,23,0.0,1.0,23,176,0.0,1.0,0.0
32,22,115,0.0,1.0,16,167,0.0,1.0,0.0
32,23,109,1.0,1.0,31,153,0.0,1.0,0.0
32,19,76,0.0,1.0,19,106,1.0,1.0,0.0
32,26,97,0.0,1.0,24,178,0.0,1.0,0.0
32,22,58,1.0,1.0,23,165,1.0,2.0,0.0
32,33,161,0.0,1.0,29,29,0.0,1.0,1.0
16,24,8,0.0,1.0,27,112,0.0,1.0,0.0
16,18,86,1.0,1.0,23,68,0.0,1.0,1.0
16,25,3,1.0,1.0,26,54,1.0,1.0,0.0
16,35,69,0.0,1.0,31,118,0.0,1.0,0.0
16,26,23,0.0,1.0,22,115,0.0,1.0,0.0
16,23,109,1.0,1.0,19,76,0.0,1.0,1.0
16,26,97,0.0,1.0,22,58,1.0,1.0,1.0
16,28,13,0.0,1.0,29,29,0.0,1.0,0.0
8,24,8,0.0,1.0,23,68,0.0,1.0,0.0
8,25,3,1.0,1.0,35,69,0.0,1.0,0.0
8,26,23,0.0,1.0,19,76,0.0,1.0,0.0
8,22,58,1.0,1.0,28,13,0.0,1.0,1.0
4,24,8,0.0,1.0,25,3,1.0,1.0,1.0
4,26,23,0.0,1.0,28,13,0.0,1.0,0.0
2,25,3,1.0,1.0,26,23,0.0,1.0,0.0
32,25,36,1.0,1.0,32,16,1.0,1.0,1.0
32,28,44,0.0,1.0,23,93,1.0,1.0,0.0
32,27,26,1.0,1.0,30,60,1.0,1.0,1.0
32,26,85,1.0,1.0,24,19,0.0,1.0,1.0
32,29,30,1.0,1.0,22,53,1.0,1.0,0.0
32,33,38,1.0,1.0,25,43,0.0,1.0,0.0
32,29,78,0.0,1.0,30,31,0.0,1.0,1.0
32,20,135,0.0,1.0,26,4,0.0,1.0,1.0
32,35,7,1.0,1.0,21,90,0.0,1.0,0.0
32,27,11,0.0,1.0,29,74,0.0,1.0,0.0
32,22,57,0.0,1.0,35,87,0.0,1.0,0.0
32,37,14,1.0,1.0,33,6,0.0,1.0,1.0
32,25,21,0.0,1.0,24,45,0.0,1.0,0.0
32,26,5,0.0,1.0,29,1,0.0,1.0,1.0
32,26,12,1.0,1.0,29,9,0.0,1.0,1.0
32,27,100,1.0,1.0,35,2,0.0,1.0,1.0
16,32,16,1.0,1.0,28,44,0.0,1.0,0.0
16,30,60,1.0,1.0,24,19,0.0,1.0,1.0
16,29,30,1.0,1.0,33,38,1.0,1.0,0.0
16,30,31,0.0,1.0,26,4,0.0,1.0,1.0
16,35,7,1.0,1.0,27,11,0.0,1.0,0.0
16,22,57,0.0,1.0,33,6,0.0,1.0,1.0
16,25,21,0.0,1.0,29,1,0.0,1.0,0.0
16,29,9,0.0,1.0,35,2,0.0,1.0,0.0
8,32,16,1.0,1.0,24,19,0.0,1.0,1.0
8,29,30,1.0,1.0,26,4,0.0,1.0,1.0
8,35,7,1.0,1.0,33,6,0.0,1.0,1.0
8,25,21,0.0,1.0,29,9,0.0,1.0,1.0
4,24,19,0.0,1.0,26,4,0.0,1.0,1.0
4,33,6,0.0,1.0,29,9,0.0,1.0,0.0
2,26,4,0.0,1.0,33,6,0.0,1.0,1.0
32,31,40,0.0,2.0,23,209,0.0,2.0,0.0
32,19,98,1.0,2.0,32,109,0.0,2.0,0.0
32,22,156,0.0,2.0,32,114,1.0,2.0,1.0
32,24,202,0.0,2.0,24,26,1.0,2.0,1.0
32,27,20,0.0,1.0,23,67,1.0,2.0,0.0
32,25,131,1.0,2.0,25,191,0.0,2.0,0.0
32,30,54,0.0,2.0,33,137,0.0,2.0,0.0
32,27,116,0.0,2.0,28,166,0.0,2.0,0.0
32,22,65,0.0,2.0,35,138,0.0,2.0,0.0
32,21,162,0.0,2.0,22,12,0.0,2.0,1.0
32,22,87,0.0,2.0,26,170,0.0,2.0,0.0
32,32,164,0.0,2.0,31,81,0.0,2.0,1.0
32,27,41,1.0,2.0,26,206,0.0,2.0,0.0
32,35,104,0.0,2.0,26,153,0.0,2.0,0.0
32,33,125,0.0,2.0,30,160,0.0,2.0,0.0
32,18,210,0.0,2.0,33,4,1.0,2.0,1.0
16,31,40,0.0,2.0,19,98,1.0,2.0,0.0
16,32,114,1.0,2.0,24,26,1.0,2.0,1.0
16,27,20,0.0,1.0,25,131,1.0,2.0,0.0
16,30,54,0.0,2.0,27,116,0.0,2.0,0.0
16,22,65,0.0,2.0,22,12,0.0,2.0,1.0
16,22,87,0.0,2.0,31,81,0.0,2.0,1.0
16,27,41,1.0,2.0,35,104,0.0,2.0,0.0
16,33,125,0.0,2.0,33,4,1.0,2.0,1.0
8,31,40,0.0,2.0,24,26,1.0,2.0,1.0
8,27,20,0.0,1.0,30,54,0.0,2.0,0.0
8,22,12,0.0,2.0,31,81,0.0,2.0,0.0
8,27,41,1.0,2.0,33,4,1.0,2.0,1.0
4,24,26,1.0,2.0,27,20,0.0,1.0,1.0
4,22,12,0.0,2.0,33,4,1.0,2.0,1.0
2,27,20,0.0,1.0,33,4,1.0,2.0,0.0
32,28,10,0.0,0.0,27,161,0.0,0.0,0.0
32,29,102,0.0,0.0,26,131,0.0,0.0,0.0
32,25,109,0.0,0.0,29,154,0.0,0.0,0.0
32,25,155,0.0,0.0,38,46,0.0,0.0,1.0
32,33,39,1.0,1.0,15,157,0.0,0.0,0.0
32,29,114,0.0,0.0,26,125,0.0,1.0,0.0
32,20,159,0.0,0.0,28,45,0.0,0.0,1.0
32,18,25,1.0,0.0,22,137,0.0,0.0,0.0
32,17,99,1.0,0.0,26,150,0.0,0.0,0.0
32,22,146,1.0,0.0,27,51,0.0,0.0,1.0
32,16,57,1.0,0.0,24,156,0.0,0.0,0.0
32,22,103,0.0,0.0,24,115,0.0,0.0,0.0
32,24,66,0.0,0.0,29,140,0.0,0.0,0.0
32,27,163,0.0,0.0,30,9,1.0,0.0,1.0
16,28,10,0.0,0.0,29,102,0.0,0.0,0.0
16,25,109,0.0,0.0,38,46,0.0,0.0,1.0
16,33,39,1.0,1.0,29,114,0.0,0.0,0.0
16,18,25,1.0,0.0,17,99,1.0,0.0,0.0
16,16,57,1.0,0.0,22,103,0.0,0.0,0.0
16,24,66,0.0,0.0,30,9,1.0,0.0,1.0
8,28,10,0.0,0.0,38,46,0.0,0.0,0.0
8,33,39,1.0,1.0,28,45,0.0,0.0,0.0
8,18,25,1.0,0.0,27,51,0.0,0.0,0.0
8,16,57,1.0,0.0,30,9,1.0,0.0,1.0
4,28,10,0.0,0.0,33,39,1.0,1.0,0.0
4,18,25,1.0,0.0,30,9,1.0,0.0,1.0
2,28,10,0.0,0.0,30,9,1.0,0.0,1.0
32,21,162,0.0,0.0,19,105,0.0,0.0,1.0
16,22,99,0.0,0.0,20,63,0.0,0.0,1.0
16,27,58,0.0,0.0,19,93,0.0,0.0,0.0
16,22,103,0.0,0.0,23,44,0.0,0.0,1.0
16,32,49,0.0,0.0,19,105,0.0,0.0,0.0
16,21,102,0.0,0.0,18,65,0.0,0.0,1.0
16,27,67,1.0,0.0,20,101,0.0,0.0,0.0
16,29,106,0.0,0.0,21,34,0.0,0.0,1.0
8,21,15,0.0,0.0,20,63,0.0,0.0,0.0
8,27,58,0.0,0.0,23,44,0.0,0.0,1.0
8,32,49,0.0,0.0,18,65,0.0,0.0,0.0
8,27,67,1.0,0.0,21,34,0.0,0.0,1.0
4,21,15,0.0,0.0,23,44,0.0,0.0,0.0
4,32,49,0.0,0.0,21,34,0.0,0.0,1.0
2,21,15,0.0,0.0,21,34,0.0,0.0,0.0
16,15,108,0.0,1.0,15,73,0.0,1.0,1.0
16,18,111,0.0,1.0,27,72,0.0,1.0,1.0
16,20,71,1.0,1.0,22,109,0.0,2.0,0.0
8,15,70,0.0,1.0,17,58,0.0,1.0,1.0
8,20,59,0.0,1.0,27,72,0.0,1.0,0.0
8,20,71,1.0,1.0,19,36,1.0,1.0,1.0
4,20,59,0.0,1.0,19,36,1.0,1.0,1.0
16,23,75,0.0,0.0,15,110,0.0,0.0,0.0
16,20,55,1.0,0.0,22,111,0.0,0.0,0.0
16,23,112,0.0,0.0,21,74,0.0,0.0,1.0
16,24,95,0.0,0.0,20,56,0.0,0.0,1.0
16,18,108,0.0,0.0,21,42,0.0,0.0,1.0
8,28,33,0.0,0.0,23,75,0.0,0.0,0.0
8,20,55,1.0,0.0,21,74,0.0,0.0,0.0
8,21,73,0.0,0.0,20,56,0.0,0.0,1.0
8,21,42,0.0,0.0,28,71,0.0,0.0,0.0
4,28,33,0.0,0.0,20,55,1.0,0.0,0.0
4,20,56,0.0,0.0,21,42,0.0,0.0,1.0
2,28,33,0.0,0.0,21,42,0.0,0.0,0.0
32,20,135,1.0,2.0,19,112,0.0,2.0,0.0
32,22,93,0.0,2.0,23,199,0.0,2.0,0.0
32,14,201,0.0,2.0,27,113,0.0,2.0,1.0
32,18,193,0.0,2.0,21,130,0.0,2.0,1.0
32,24,132,1.0,2.0,18,191,0.0,2.0,0.0
32,35,129,0.0,2.0,18,194,1.0,2.0,0.0
32,20,49,0.0,2.0,29,202,0.0,2.0,0.0
32,26,196,1.0,2.0,32,128,0.0,2.0,1.0
32,17,188,0.0,2.0,20,136,1.0,1.0,1.0
16,21,35,1.0,2.0,20,135,1.0,2.0,0.0
16,22,93,0.0,2.0,27,113,0.0,2.0,0.0
16,37,64,1.0,2.0,21,130,0.0,2.0,0.0
16,24,132,1.0,2.0,22,92,0.0,2.0,1.0
16,25,29,0.0,2.0,30,133,0.0,2.0,0.0
16,35,129,0.0,2.0,22,91,1.0,2.0,1.0
16,20,49,0.0,2.0,32,128,0.0,2.0,0.0
16,20,136,1.0,1.0,23,88,1.0,2.0,1.0
8,21,35,1.0,2.0,22,93,0.0,2.0,0.0
8,37,64,1.0,2.0,22,92,0.0,2.0,0.0
8,25,29,0.0,2.0,22,91,1.0,2.0,0.0
8,20,49,0.0,2.0,23,88,1.0,2.0,0.0
4,21,35,1.0,2.0,37,64,1.0,2.0,0.0
4,25,29,0.0,2.0,20,49,0.0,2.0,0.0
2,21,35,1.0,2.0,25,29,0.0,2.0,1.0
16,24,79,1.0,1.0,19,77,1.0,1.0,1.0
16,18,55,1.0,1.0,25,111,0.0,1.0,0.0
16,18,112,0.0,1.0,24,46,0.0,1.0,1.0
16,24,109,0.0,1.0,32,42,0.0,2.0,1.0
16,38,40,0.0,1.0,28,108,0.0,1.0,0.0
8,28,17,1.0,1.0,19,77,1.0,1.0,0.0
8,18,55,1.0,1.0,24,46,0.0,1.0,1.0
8,38,40,0.0,1.0,20,73,0.0,1.0,0.0
4,28,17,1.0,1.0,24,46,0.0,1.0,0.0
4,32,42,0.0,2.0,38,40,0.0,1.0,0.0
2,28,17,1.0,1.0,32,42,0.0,2.0,0.0
16,30,35,0.0,2.0,26,116,0.0,0.0,0.0
16,30,111,0.0,2.0,28,79,1.0,2.0,1.0
16,23,71,0.0,2.0,17,113,0.0,2.0,0.0
16,16,114,0.0,2.0,26,52,0.0,2.0,1.0
16,16,112,0.0,2.0,22,78,0.0,2.0,1.0
16,23,110,1.0,2.0,19,81,0.0,2.0,1.0
16,37,116,0.0,2.0,22,41,0.0,2.0,1.0
8,30,35,0.0,2.0,28,79,1.0,2.0,0.0
8,23,71,0.0,2.0,26,52,0.0,2.0,1.0
8,19,81,0.0,2.0,22,41,0.0,2.0,1.0
4,30,35,0.0,2.0,26,52,0.0,2.0,0.0
2,30,35,0.0,2.0,22,41,0.0,2.0,0.0
32,28,1,0.0,0.0,29,82,0.0,0.0,0.0
32,25,6,1.0,0.0,29,41,0.0,0.0,0.0
32,23,35,0.0,0.0,29,23,0.0,0.0,0.0
32,30,8,1.0,0.0,27,105,0.0,0.0,0.0
32,23,65,0.0,0.0,21,22,0.0,0.0,0.0
32,31,48,0.0,0.0,20,79,0.0,0.0,1.0
32,28,43,0.0,0.0,30,5,0.0,0.0,1.0
32,29,4,0.0,0.0,28,92,0.0,0.0,0.0
32,20,52,0.0,0.0,30,17,0.0,0.0,0.0
32,17,16,0.0,0.0,27,88,0.0,0.0,0.0
32,22,50,0.0,0.0,29,20,0.0,1.0,0.0
32,25,53,0.0,0.0,21,69,0.0,0.0,1.0
32,20,32,0.0,0.0,22,11,0.0,0.0,1.0
32,24,15,1.0,0.0,33,2,0.0,0.0,1.0
32,28,34,0.0,0.0,28,12,1.0,0.0,1.0
16,25,6,1.0,0.0,23,35,0.0,0.0,0.0
16,30,8,1.0,0.0,23,65,0.0,0.0,0.0
16,20,79,0.0,0.0,30,5,0.0,0.0,1.0
16,29,4,0.0,0.0,20,52,0.0,0.0,0.0
16,17,16,0.0,0.0,22,50,0.0,0.0,1.0
16,21,69,0.0,0.0,22,11,0.0,0.0,1.0
16,33,2,0.0,0.0,28,12,1.0,0.0,0.0
8,28,1,0.0,0.0,25,6,1.0,0.0,0.0
8,30,8,1.0,0.0,30,5,0.0,0.0,1.0
8,29,4,0.0,0.0,22,50,0.0,0.0,1.0
8,22,11,0.0,0.0,33,2,0.0,0.0,0.0
4,28,1,0.0,0.0,30,5,0.0,0.0,0.0
4,22,50,0.0,0.0,22,11,0.0,0.0,1.0
2,28,1,0.0,0.0,22,11,0.0,0.0,1.0
32,22,193,0.0,1.0,22,331,0.0,1.0,0.0
32,22,83,0.0,1.0,20,443,0.0,1.0,0.0
32,17,399,0.0,1.0,20,9999999,1.0,1.0,0.0
32,22,191,0.0,1.0,19,9999999,0.0,1.0,0.0
32,23,210,1.0,1.0,20,9999999,0.0,1.0,1.0
32,22,9999999,1.0,1.0,23,345,0.0,1.0,0.0
32,20,188,0.0,1.0,21,99,0.0,1.0,1.0
32,23,9999999,0.0,1.0,30,314,0.0,1.0,0.0
32,22,527,0.0,1.0,32,280,0.0,1.0,0.0
32,29,320,0.0,1.0,20,301,0.0,1.0,1.0
32,16,130,0.0,1.0,41,313,0.0,1.0,0.0
32,28,363,0.0,1.0,25,142,0.0,1.0,0.0
16,25,61,0.0,1.0,22,193,0.0,1.0,1.0
16,22,83,0.0,1.0,17,399,0.0,1.0,0.0
16,22,191,0.0,1.0,20,9999999,0.0,1.0,1.0
16,22,9999999,1.0,1.0,21,99,0.0,1.0,1.0
16,28,86,0.0,1.0,23,9999999,0.0,1.0,0.0
16,22,527,0.0,1.0,20,301,0.0,1.0,1.0
16,16,130,0.0,1.0,26,300,1.0,1.0,0.0
16,28,363,0.0,1.0,18,141,0.0,1.0,1.0
8,22,193,0.0,1.0,22,83,0.0,1.0,1.0
8,20,9999999,0.0,1.0,21,99,0.0,1.0,1.0
8,28,86,0.0,1.0,20,301,0.0,1.0,0.0
8,16,130,0.0,1.0,18,141,0.0,1.0,1.0
4,22,83,0.0,1.0,21,99,0.0,1.0,0.0
4,28,86,0.0,1.0,18,141,0.0,1.0,0.0
2,22,83,0.0,1.0,28,86,0.0,1.0,0.0
32,17,175,0.0,0.0,21,9999999,0.0,0.0,0.0
32,29,133,0.0,0.0,17,9999999,0.0,0.0,0.0
32,18,85,0.0,0.0,26,125,0.0,1.0,0.0
32,21,257,0.0,0.0,17,258,0.0,0.0,1.0
32,18,306,0.0,0.0,32,387,0.0,0.0,1.0
32,20,196,0.0,0.0,27,200,0.0,0.0,0.0
32,19,382,0.0,0.0,15,276,0.0,0.0,1.0
32,27,9999999,0.0,0.0,22,428,0.0,0.0,0.0
16,24,77,0.0,0.0,17,175,0.0,0.0,0.0
16,29,133,0.0,0.0,22,119,1.0,0.0,1.0
16,24,181,0.0,0.0,18,85,0.0,0.0,0.0
16,17,258,0.0,0.0,28,92,0.0,0.0,1.0
16,22,70,1.0,0.0,32,387,0.0,0.0,0.0
16,20,196,0.0,0.0,22,188,0.0,0.0,1.0
16,25,18,0.0,0.0,15,276,0.0,0.0,0.0
16,27,9999999,0.0,0.0,28,1,0.0,0.0,1.0
8,24,77,0.0,0.0,22,119,1.0,0.0,0.0
8,24,181,0.0,0.0,28,92,0.0,0.0,1.0
8,22,70,1.0,0.0,22,188,0.0,0.0,1.0
8,25,18,0.0,0.0,28,1,0.0,0.0,1.0
4,24,77,0.0,0.0,28,92,0.0,0.0,0.0
4,22,188,0.0,0.0,28,1,0.0,0.0,1.0
2,24,77,0.0,0.0,28,1,0.0,0.0,1.0
32,21,90,0.0,1.0,25,496,1.0,1.0,0.0
32,18,291,0.0,1.0,18,372,1.0,1.0,1.0
32,20,204,0.0,1.0,19,513,0.0,1.0,1.0
32,17,380,0.0,1.0,34,394,0.0,1.0,0.0
32,30,9999999,0.0,1.0,23,525,0.0,1.0,0.0
32,23,654,0.0,1.0,36,9999999,0.0,1.0,0.0
32,23,338,1.0,1.0,33,369,0.0,1.0,1.0
32,21,156,0.0,1.0,15,9999999,1.0,1.0,0.0
32,26,97,0.0,1.0,25,667,1.0,1.0,0.0
32,19,344,0.0,1.0,21,722,1.0,1.0,1.0
32,20,466,0.0,1.0,26,152,0.0,1.0,1.0
32,30,31,0.0,1.0,27,597,1.0,1.0,0.0
32,22,57,0.0,1.0,25,124,0.0,1.0,0.0
32,31,205,0.0,1.0,22,212,0.0,1.0,1.0
16,21,90,0.0,1.0,18,372,1.0,1.0,0.0
16,19,513,0.0,1.0,17,380,0.0,1.0,1.0
16,30,9999999,0.0,1.0,23,654,0.0,1.0,1.0
16,21,156,0.0,1.0,26,97,0.0,1.0,0.0
16,21,722,1.0,1.0,26,152,0.0,1.0,0.0
16,30,31,0.0,1.0,22,57,0.0,1.0,0.0
8,21,90,0.0,1.0,17,380,0.0,1.0,0.0
8,21,156,0.0,1.0,21,722,1.0,1.0,0.0
8,30,31,0.0,1.0,22,212,0.0,1.0,0.0
4,21,156,0.0,1.0,30,31,0.0,1.0,0.0
2,21,90,0.0,1.0,21,156,0.0,1.0,1.0
32,31,31,0.0,2.0,25,14,0.0,2.0,0.0
32,30,1,0.0,2.0,27,7,1.0,2.0,0.0
32,23,101,1.0,2.0,34,18,0.0,2.0,1.0
32,23,24,0.0,2.0,31,40,0.0,2.0,0.0
32,35,138,0.0,2.0,30,54,0.0,2.0,1.0
32,36,89,0.0,2.0,23,3,0.0,2.0,1.0
32,34,5,0.0,2.0,25,13,1.0,2.0,0.0
32,32,94,0.0,2.0,22,70,1.0,2.0,0.0
32,27,103,0.0,2.0,20,78,0.0,2.0,0.0
32,24,30,1.0,2.0,26,157,1.0,2.0,0.0
32,27,17,0.0,2.0,24,15,0.0,2.0,0.0
32,35,55,0.0,2.0,33,4,1.0,2.0,0.0
32,26,23,1.0,2.0,38,175,1.0,2.0,0.0
32,30,85,0.0,2.0,38,2,0.0,2.0,1.0
16,30,1,0.0,2.0,34,18,0.0,2.0,0.0
16,22,83,0.0,2.0,23,24,0.0,2.0,1.0
16,30,54,0.0,2.0,23,3,0.0,2.0,1.0
16,34,5,0.0,2.0,32,94,0.0,2.0,0.0
16,27,103,0.0,2.0,24,30,1.0,2.0,1.0
16,27,17,0.0,2.0,35,55,0.0,2.0,0.0
16,26,23,1.0,2.0,38,2,0.0,2.0,1.0
8,23,24,0.0,2.0,23,3,0.0,2.0,1.0
8,34,5,0.0,2.0,24,30,1.0,2.0,1.0
8,27,17,0.0,2.0,38,2,0.0,2.0,0.0
4,30,1,0.0,2.0,23,3,0.0,2.0,0.0
4,24,30,1.0,2.0,27,17,0.0,2.0,0.0
2,30,1,0.0,2.0,24,30,1.0,2.0,0.0
32,26,4,1.0,2.0,36,73,0.0,2.0,0.0
32,25,26,1.0,2.0,25,34,0.0,2.0,0.0
32,30,14,1.0,2.0,36,92,0.0,2.0,0.0
32,28,17,0.0,2.0,34,20,1.0,2.0,1.0
32,28,8,0.0,2.0,28,11,0.0,2.0,1.0
32,22,66,0.0,2.0,27,24,1.0,2.0,1.0
32,32,36,0.0,2.0,26,31,0.0,2.0,1.0
32,27,30,0.0,2.0,31,5,0.0,2.0,1.0
32,33,6,1.0,2.0,32,62,1.0,2.0,0.0
32,24,57,0.0,2.0,24,29,0.0,2.0,1.0
32,28,127,0.0,2.0,19,49,0.0,2.0,1.0
32,26,123,0.0,1.0,24,7,1.0,2.0,1.0
32,24,121,0.0,2.0,29,54,0.0,2.0,1.0
32,17,140,1.0,2.0,22,76,0.0,2.0,1.0
32,23,10,0.0,2.0,21,67,1.0,2.0,1.0
32,23,12,0.0,2.0,36,3,1.0,2.0,1.0
16,26,4,1.0,2.0,25,26,1.0,2.0,1.0
16,30,14,1.0,2.0,34,20,1.0,2.0,1.0
16,28,11,0.0,2.0,27,24,1.0,2.0,0.0
16,26,31,0.0,2.0,31,5,0.0,2.0,1.0
16,33,6,1.0,2.0,24,29,0.0,2.0,0.0
16,19,49,0.0,2.0,24,7,1.0,2.0,0.0
16,29,54,0.0,2.0,22,76,0.0,2.0,0.0
16,21,67,1.0,2.0,36,3,1.0,2.0,1.0
8,25,26,1.0,2.0,34,20,1.0,2.0,0.0
8,28,11,0.0,2.0,31,5,0.0,2.0,0.0
8,33,6,1.0,2.0,19,49,0.0,2.0,1.0
8,29,54,0.0,2.0,36,3,1.0,2.0,1.0
4,25,26,1.0,2.0,28,11,0.0,2.0,1.0
4,19,49,0.0,2.0,36,3,1.0,2.0,1.0
2,28,11,0.0,2.0,36,3,1.0,2.0,1.0
32,41,296,0.0,2.0,33,9999999,0.0,2.0,1.0
32,20,457,0.0,2.0,17,221,0.0,2.0,0.0
32,20,498,0.0,2.0,22,209,0.0,2.0,1.0
32,19,345,0.0,2.0,16,129,0.0,2.0,1.0
32,23,156,1.0,2.0,18,350,0.0,2.0,0.0
32,19,481,1.0,2.0,20,358,0.0,2.0,1.0
32,17,150,0.0,2.0,25,9999999,0.0,2.0,0.0
32,22,9999999,0.0,1.0,26,9999999,0.0,2.0,1.0
16,40,47,0.0,2.0,33,9999999,0.0,2.0,0.0
16,20,457,0.0,2.0,22,209,0.0,2.0,1.0
16,18,259,0.0,2.0,16,129,0.0,2.0,0.0
16,23,156,1.0,2.0,17,40,0.0,2.0,1.0
16,30,98,0.0,2.0,20,358,0.0,2.0,0.0
16,17,150,0.0,2.0,29,96,1.0,2.0,1.0
16,26,9999999,0.0,2.0,20,93,0.0,2.0,1.0
8,40,47,0.0,2.0,22,209,0.0,2.0,0.0
8,18,259,0.0,2.0,17,40,0.0,2.0,1.0
8,30,98,0.0,2.0,29,96,1.0,2.0,1.0
4,40,47,0.0,2.0,17,40,0.0,2.0,0.0
2,40,47,0.0,2.0,29,96,1.0,2.0,1.0
32,29,50,1.0,2.0,21,597,0.0,2.0,0.0
32,32,492,0.0,1.0,19,506,1.0,2.0,0.0
32,35,364,0.0,2.0,20,547,0.0,2.0,0.0
32,19,530,0.0,2.0,18,473,0.0,2.0,1.0
32,32,114,1.0,2.0,20,511,0.0,2.0,0.0
32,22,534,1.0,2.0,30,85,0.0,2.0,1.0
32,30,160,0.0,2.0,19,528,0.0,2.0,0.0
32,17,575,0.0,2.0,29,466,0.0,2.0,1.0
32,19,363,0.0,2.0,26,544,0.0,2.0,0.0
32,14,476,0.0,2.0,36,469,0.0,2.0,0.0
32,20,563,0.0,2.0,32,164,0.0,2.0,1.0
32,22,156,0.0,2.0,23,338,0.0,2.0,0.0
32,28,498,0.0,2.0,21,262,0.0,2.0,0.0
